"","Fraction1_Ctrl_Rep1","Fraction1_RNase_Rep1","Fraction1_Ctrl_Rep2","Fraction1_RNase_Rep2","Fraction1_Ctrl_Rep3","Fraction1_RNase_Rep3","Fraction2_Ctrl_Rep1","Fraction2_RNase_Rep1","Fraction2_Ctrl_Rep2","Fraction2_RNase_Rep2","Fraction2_Ctrl_Rep3","Fraction2_RNase_Rep3","Fraction3_Ctrl_Rep1","Fraction3_RNase_Rep1","Fraction3_Ctrl_Rep2","Fraction3_RNase_Rep2","Fraction3_Ctrl_Rep3","Fraction3_RNase_Rep3","Fraction4_Ctrl_Rep1","Fraction4_RNase_Rep1","Fraction4_Ctrl_Rep2","Fraction4_RNase_Rep2","Fraction4_Ctrl_Rep3","Fraction4_RNase_Rep3","Fraction5_Ctrl_Rep1","Fraction5_RNase_Rep1","Fraction5_Ctrl_Rep2","Fraction5_RNase_Rep2","Fraction5_Ctrl_Rep3","Fraction5_RNase_Rep3","Fraction6_Ctrl_Rep1","Fraction6_RNase_Rep1","Fraction6_Ctrl_Rep2","Fraction6_RNase_Rep2","Fraction6_Ctrl_Rep3","Fraction6_RNase_Rep3","Fraction7_Ctrl_Rep1","Fraction7_RNase_Rep1","Fraction7_Ctrl_Rep2","Fraction7_RNase_Rep2","Fraction7_Ctrl_Rep3","Fraction7_RNase_Rep3","Fraction8_Ctrl_Rep1","Fraction8_RNase_Rep1","Fraction8_Ctrl_Rep2","Fraction8_RNase_Rep2","Fraction8_Ctrl_Rep3","Fraction8_RNase_Rep3","Fraction9_Ctrl_Rep1","Fraction9_RNase_Rep1","Fraction9_Ctrl_Rep2","Fraction9_RNase_Rep2","Fraction9_Ctrl_Rep3","Fraction9_RNase_Rep3","Fraction10_Ctrl_Rep1","Fraction10_RNase_Rep1","Fraction10_Ctrl_Rep2","Fraction10_RNase_Rep2","Fraction10_Ctrl_Rep3","Fraction10_RNase_Rep3","Fraction11_Ctrl_Rep1","Fraction11_RNase_Rep1","Fraction11_Ctrl_Rep2","Fraction11_RNase_Rep2","Fraction11_Ctrl_Rep3","Fraction11_RNase_Rep3","Fraction12_Ctrl_Rep1","Fraction12_RNase_Rep1","Fraction12_Ctrl_Rep2","Fraction12_RNase_Rep2","Fraction12_Ctrl_Rep3","Fraction12_RNase_Rep3","Fraction13_Ctrl_Rep1","Fraction13_RNase_Rep1","Fraction13_Ctrl_Rep2","Fraction13_RNase_Rep2","Fraction13_Ctrl_Rep3","Fraction13_RNase_Rep3","Fraction14_Ctrl_Rep1","Fraction14_RNase_Rep1","Fraction14_Ctrl_Rep2","Fraction14_RNase_Rep2","Fraction14_Ctrl_Rep3","Fraction14_RNase_Rep3","Fraction15_Ctrl_Rep1","Fraction15_RNase_Rep1","Fraction15_Ctrl_Rep2","Fraction15_RNase_Rep2","Fraction15_Ctrl_Rep3","Fraction15_RNase_Rep3","Fraction16_Ctrl_Rep1","Fraction16_RNase_Rep1","Fraction16_Ctrl_Rep2","Fraction16_RNase_Rep2","Fraction16_Ctrl_Rep3","Fraction16_RNase_Rep3","Fraction17_Ctrl_Rep1","Fraction17_RNase_Rep1","Fraction17_Ctrl_Rep2","Fraction17_RNase_Rep2","Fraction17_Ctrl_Rep3","Fraction17_RNase_Rep3","Fraction18_Ctrl_Rep1","Fraction18_RNase_Rep1","Fraction18_Ctrl_Rep2","Fraction18_RNase_Rep2","Fraction18_Ctrl_Rep3","Fraction18_RNase_Rep3","Fraction19_Ctrl_Rep1","Fraction19_RNase_Rep1","Fraction19_Ctrl_Rep2","Fraction19_RNase_Rep2","Fraction19_Ctrl_Rep3","Fraction19_RNase_Rep3","Fraction20_Ctrl_Rep1","Fraction20_RNase_Rep1","Fraction20_Ctrl_Rep2","Fraction20_RNase_Rep2","Fraction20_Ctrl_Rep3","Fraction20_RNase_Rep3","Fraction21_Ctrl_Rep1","Fraction21_RNase_Rep1","Fraction21_Ctrl_Rep2","Fraction21_RNase_Rep2","Fraction21_Ctrl_Rep3","Fraction21_RNase_Rep3","Fraction22_Ctrl_Rep1","Fraction22_RNase_Rep1","Fraction22_Ctrl_Rep2","Fraction22_RNase_Rep2","Fraction22_Ctrl_Rep3","Fraction22_RNase_Rep3","Fraction23_Ctrl_Rep1","Fraction23_RNase_Rep1","Fraction23_Ctrl_Rep2","Fraction23_RNase_Rep2","Fraction23_Ctrl_Rep3","Fraction23_RNase_Rep3","Fraction24_Ctrl_Rep1","Fraction24_RNase_Rep1","Fraction24_Ctrl_Rep2","Fraction24_RNase_Rep2","Fraction24_Ctrl_Rep3","Fraction24_RNase_Rep3","Fraction25_Ctrl_Rep1","Fraction25_RNase_Rep1","Fraction25_Ctrl_Rep2","Fraction25_RNase_Rep2","Fraction25_Ctrl_Rep3","Fraction25_RNase_Rep3"
"SMD1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6125,12076,3260.2,6915.3,3290.8,10902,4733.8,10071,47.122,6998.8,2119,11319,0,0,0,0,0,0,3711.1,10643,2497.6,5380.9,3504.4,8325.8,12945,16276,5788.8,5207.2,6462.3,6992.2,12693,7124.6,3946.5,2645.9,7774.2,3547.2,23424,17643,7582.7,3200.1,9408.2,1594.1,21323,15495,7921.7,3385.6,11938,3260.8,15547,9125.4,4028.1,3823.7,5890.6,1784,15137,17397,15931,6982.7,12680,6058.3,7833.9,7417.2,4473.7,2198.7,5110.7,2551.8,8223,4414.9,6426.6,2555.2,7234.6,1847.4,8200.5,3765.5,8708.6,2008.4,6788.1,1010.4,10452,2089.5,7900,501.86,4337.3,581.35,5713.3,1787,4589.7,338.53,2703.6,541.38,3412.2,410.67,2637.4,86.591,1530,127.28,0,0,0,0,0,0,15033,0,12124,0,2263.8,93.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMD3_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279.1,15419,443.44,9590.7,1627,22528,0,0,0,0,0,0,5043.1,13889,4643.5,10181,6247.1,13264,7522.6,10254,4746.1,5531.3,5295.6,5967.7,24370,16595,10176,8807.7,18020,8154,35092,20657,12395,7333.1,19905,4399,27640,11972,12859,3731.3,16408,4081.7,107250,24594,26435,6292.1,20652,6224.3,5946.1,10832,9652.5,5663.4,9800.5,3553.2,44350,24790,27779,6617.1,31185,11053,24597,12784,23927,6220.7,30929,6030.2,16675,2837.7,14104,874.19,11460,819.72,39200,4301.2,42019,876.64,18875,2405.1,32473,3042.4,28552,138.65,22821,1804,16976,646.73,10848,51.653,7643.6,575.82,29882,197.94,30459,0,9680.9,281.64,56531,0,40434,0,5454.5,603.16,35898,0,23643,0,6673,304.87,22085,516.84,9928.4,267.62,11093,65.046,21708,3823.7,21380,6132.4,8512,528.22
"ARF6_HUMAN",3673.3,608.08,253.59,1353.4,1734.6,1179.9,12005,0,4448.1,680.93,2551.4,6767.8,36700,43944,29689,15027,22554,8513.1,24569,9359.4,48976,1451.9,31302,53656,16995,19523,9428.8,6986.4,8431.1,11541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RL7A_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28430,22715,3988,5731.7,9039,4946.1,28731,46911,10186,7279.3,15353,7823.1,34898,17594,5941.1,5090.5,4703.1,3764,8826.8,15808,7385.3,6830.3,4366.2,4291.4,12718,14315,6004.2,2972.4,3880.7,3744.5,23336,28406,12274,10155,9614.5,7269.9,16041,13159,12434,6123.1,8633.6,3268.9,17208,17504,15083,7563.3,8221.2,4586.4,43985,37349,45208,8892.2,28162,11561,28404,8348.8,24930,2228.5,12451,3031.3,118870,2931.8,178910,45.393,31252,1835.1,264310,1173.9,219380,13.275,28717,3099.9,333720,3245.5,235500,0,65279,4777.4,166670,18213,131660,9063.9,67557,5344.9,141990,29497,156030,59231,53114,5002.5
"RPB7_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3656.2,3065.7,1283.5,1137.4,1578.4,1289.4,2380.3,2324.7,1014.5,1027.1,807.86,527.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RB11A_HUMAN",0,0,0,0,0,0,19410,88.113,52033,569.63,9058.3,62057,63766,96881,94122,16693,29946,20482,67497,23734,129420,1625,36172,128440,133350,116940,145840,35799,44108,71439,143570,116740,10750,35549,53090,73445,73405,64613,30808,24550,30842,29074,89168,69074,29440,19490,39886,41339,91181,64599,31762,19778,29785,21416,78643,42716,22457,18378,40812,15681,77993,55603,19052,27478,34154,13338,72494,52211,20065,27939,29239,10993,43829,23880,8508.6,9519.2,10236,3726.8,45127,73747,31407,36671,36629,20852,61132,39726,22057,16111,26123,13194,51763,38514,26815,29578,29066,14423,38164,21702,28394,10977,21833,4524.2,22568,9545.7,11103,5660.6,9624,3498.6,27947,15080,19206,4340.5,20530,4794.6,30280,6992.4,14419,1613.6,13190,1627.2,9387.8,875.71,7344.4,655.49,3576.1,416.29,25321,2072.3,17947,1104.4,5808.9,816.7,42047,3280,27724,836.32,13511,1456.5,2774.7,841.81,2180.8,539.15,1819.5,226.29,15603,4983.5,15896,8342,6943.7,351.92
"ERF1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5080.8,999,8258.1,156.42,9275.3,21192,133980,132680,102900,49147,49597,79184,151860,127320,14757,32776,43892,77029,46269,40253,21547,13700,12487,16203,15551,11984,6740.1,3228.2,4316.8,5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YPEL5_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13510,10954,9466.1,4408.3,5891.8,4325.1,2090.1,1813.5,1351.5,1383.6,1655.6,938.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS4X_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826.76,3126.4,1577.3,2041.4,1383.4,2694.1,0,0,0,0,0,0,21041,56681,14213,24684,11324,36419,51986,175210,16570,34496,16055,103470,64026,181280,11478,26462,14057,67399,37221,149460,10830,19078,26371,51348,55778,150160,12546,68316,22908,57376,56942,135530,10064,27699,20905,40289,46253,95030,6501.3,30167,9307,23742,29438,94076,20832,57375,20802,39946,34554,82133,15939,33293,15890,37479,32281,72082,26137,43434,29715,24302,99625,38046,111120,15272,68459,9284.5,170090,60469,183810,20640,99016,17079,109080,50791,114550,10823,98017,14083,75025,22370,63012,4699,44040,4791.3,229580,13848,330310,736.38,73401,3618.4,344230,2030.9,296180,53.112,44866,4521.4,423620,3948.9,303810,529.43,96480,4297,249020,19903,141150,6370.7,139810,3666.2,278670,63425,299650,88151,137410,8202.9
"PP2AB_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8925.8,8740.1,6342.7,3675.2,5857.9,6063.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RL23A_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4769.7,10472,2038.9,1564.2,945.86,6616.1,9039.9,24914,1104.2,2301.7,2356.6,8079.2,53989,151250,13906,15796,28436,42676,13110,35220,2780.5,12428,5651.3,11054,53192,95373,10002,14018,16274,21329,12935,22680,4409.4,11949,4274.7,7303.9,19052,26705,2865,17355,3358.6,6719.2,13582,12043,6557.4,8335.1,4290.5,4694.1,14737,33979,19799,13042,12060,3968,74800,21333,76637,7549.3,27838,2851.6,68236,20478,98339,2303.1,25935,3146.2,51979,28918,61106,3255.2,29157,3357.2,75827,17354,53273,2901,31917,2900.4,109760,6578.2,149960,500.39,27936,849.51,341000,0,293060,0,34986,1561.1,238410,386.78,176160,0,47608,1518.9,71922,2395.7,43084,1447.2,30512,691.92,162180,14428,167740,41995,60382,2211.4
"RS6_HUMAN",0,0,0,0,0,0,1998.3,0,2026.4,593.68,2966.5,4169.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6605.7,12786,6676.1,6874.1,3704.3,9633.9,12631,14449,8701.9,9224.7,5354,11637,0,0,0,0,0,0,4946,22135,2183.9,2062.3,4608.7,6172.9,5212.2,9669.5,1852.5,8883.4,2014.4,6136.6,3267.2,5844.6,1002.4,1904.6,1633.5,1900.4,7209.7,8357.5,1487,3278.1,1749.5,2035.7,7370.3,15094,4706.1,6578.9,4084.3,4712.6,15241,16362,7984.7,8814.4,7083.6,6399.1,9401.4,14482,9062.6,8892,8130.2,4077.9,42721,16172,48613,6263.2,28960,3768.4,37920,10242,38215,4948,19806,3769.6,50530,15401,47916,4049.1,31812,6087,22746,4817,17399,1377.1,9976.3,1383.5,91333,5779.8,115620,431.8,23547,1611.4,152690,1560.4,104830,342.76,19110,1699.8,116080,4700.4,76592,735.48,22242,1841.9,113690,16042,93842,5662.2,44429,2877.8,45845,16705,54048,15975,22232,2642.1
"RAB1A_HUMAN",14393,4007.2,3532.2,5108,6308.3,7238.1,85011,35.042,111130,2605,24972,109990,86634,165780,147970,31921,50134,33271,95209,28810,245020,1004.2,64076,182910,176630,166990,154160,45826,60613,113250,256940,182980,29911,47869,73290,171530,61399,59288,40109,20581,24968,32622,195160,177300,88082,51502,123200,118170,302370,211730,113850,46567,83567,75188,322310,162040,93009,48361,152080,60198,285430,191920,66406,60001,107660,25075,307400,309580,92380,71658,144500,51551,396140,192280,55924,72151,72750,25296,101170,142250,67944,81921,69445,37132,255720,165510,97240,55746,86969,53854,129700,99759,67817,61376,68609,35771,91941,57659,59564,26344,47740,11989,67166,44994,36973,20631,28583,11929,73073,49319,45437,13464,51530,15569,65021,17842,33292,4186.7,30707,4348.5,87447,16454,76515,3602.8,37181,3527.3,55898,7024.8,41621,4225,13960,3055.3,30406,5400.1,21813,1419.6,8528.1,1475.5,27827,12213,22076,6527.5,17178,2009,24822,14484,31941,23214,12053,1188.2
"RL23_HUMAN",0,0,0,0,0,0,9169,8.1224,4318.3,2432.6,5451.6,33876,9746.8,18483,7395.2,7213.7,9193.8,9800.7,21029,7965.2,38574,2210.2,21401,89988,63230,98955,51681,43246,42385,83433,66490,85070,5714.5,30297,37833,83456,0,0,0,0,0,0,37978,51798,18921,22051,33548,60654,22648,43059,7757.2,13438,12374,20061,67740,60406,25208,22133,42791,33598,23206,29453,6673.3,12949,9715.5,9538.9,33077,64818,13194,14895,21359,12234,85843,62723,15387,25017,18665,13115,24907,60592,16332,40999,19790,20437,34977,46631,21289,18260,17516,18476,22751,22453,19638,18989,16303,8485.7,29242,9606.9,34637,4663.5,18732,1928,105590,24427,121810,10314,44869,8590.9,52684,13329,52703,2803,33213,3761.9,62034,9453.7,45824,2517.4,26005,2004.5,110450,3659.8,164200,155.33,32442,1019.8,162300,798.15,140790,422.31,23293,1690.3,124490,1309,93946,149.17,25433,861.49,31496,2260.9,17885,905.89,14621,334.77,85863,13442,80837,23891,26223,1149.6
"RAP1A_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400.4,4978.4,1067.6,933.29,3125.8,722.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS25_HUMAN",3282.8,271.56,749.19,4395.3,1561.5,1021.9,0,0,0,0,0,0,0,0,0,0,0,0,28800,8499.5,31647,7894.6,18178,111840,16139,38325,16361,16727,8000.3,25852,11529,16194,409.71,10960,4476.3,21649,5981.3,12891,5094.9,2881.1,2687.4,6681.2,17100,32128,9144.2,13002,12745,12671,8084.9,14705,5072.2,4368.8,5178.1,3789.9,0,0,0,0,0,0,24658,29822,8404.1,7691.6,36376,5203.1,16185,19973,10054,5392.3,17682,2997.8,40912,18110,11396,5944.4,19491,3123.6,14291,14088,20946,5624.9,30121,2353.8,44085,22311,40862,5314.3,24985,6597.4,48469,8107.5,59678,4358,22832,3019.1,39519,2435.5,33437,561.21,9429.9,1240.3,47553,1710.2,24548,972.14,7485.6,916.55,10018,1244,6140,295.91,2900.1,610.74,44748,2522.6,14933,727.36,8271.6,767.13,31550,148.39,18898,60.513,4539.5,174.79,41052,263.38,20717,0,3574.8,511.14,31142,29.857,14806,41.909,3224.6,347.1,36115,3414.9,11774,2175.9,9350.4,279.72,18162,3248.5,11703,5492.2,3899.4,439.73
"RS28_HUMAN",57013,10673,21190,35899,10243,29219,11554,0,10962,2063,6060,16664,35286,42577,22743,10874,16411,9372.8,24967,5125,11055,873.65,5469.5,20897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RL10A_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10066,5478.1,12767,2136.4,4327.8,33637,14127,82990,14248,23291,6034.9,43107,21689,139650,649.52,32125,9033.3,99676,18324,134170,8479.2,61940,7763.2,84398,39158,152430,13083,33974,13287,91107,22595,72152,5813.3,9661.3,6762.6,21142,12027,18279,4425,6706.8,8726.5,7250.2,14316,34812,2102.1,8019,6238.1,3344.3,14848,31828,4061.2,7159.9,6461.1,4574.4,6528.2,8046.3,1038.1,1768.5,1248.8,994.7,0,0,0,0,0,0,1403.4,1289.4,534.65,1012.5,633.03,672.35,5652.9,6835.3,2703.3,4066,3017.6,2428.7,8696.2,8968.2,5170.5,3126.2,4138.5,1456.9,19813,15878,18201,6775.4,9191.4,3770.7,11041,6826.8,10006,1758.1,6341.4,1790.7,7152.9,1806.7,6107.4,294.22,3371.2,142.59,154560,2773.1,230900,53.884,42432,1400.7,295350,917.34,252780,254.4,35242,3114.9,213570,1610.6,170720,55.189,47849,2030.8,125970,6672.9,93556,3005.6,70930,3750.7,193670,25278,229400,41070,80983,4909.4
"RL11_HUMAN",0,0,0,0,0,0,9161.5,0,4859.2,1177.6,2750.1,29591,7444.4,41818,3338.5,15706,4038.5,12235,14234,10501,17564,4524.5,6981.6,93071,19614,45655,7602.4,20870,4615.3,36920,29856,72465,1821.7,22047,14564,50627,35390,70725,25973,19313,13121,31285,49980,66178,29128,27858,39848,39005,64790,79012,50239,20396,16928,22019,27054,37818,8692.3,8842.7,13795,8006.8,24072,38800,6488.5,13566,9588.6,4428.3,6305.9,13048,2572.3,2231.7,4167.9,1169.4,12557,8871.5,2310.5,2517.9,3356.9,1216.6,12629,24967,11142,11063,12241,4966.5,19147,16588,12301,4408.3,13906,2103.7,19832,13103,20131,5291,24262,2393,34660,6543.8,46094,801.53,40353,345.62,50095,4441.1,58158,1124.9,24623,1575.8,10215,1924.2,13163,57.844,7795.7,650.39,29378,1024.9,20677,43.999,12006,192.41,71119,52.676,65383,0,14414,0,194310,0,102340,0,14580,869.98,65325,0,34835,99.585,8862,205.33,39234,1693.8,18789,1036.3,18451,28.077,45035,1737.1,24425,11192,6987.3,438.36
"RL8_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.1,3713.5,1369.4,1295.1,2468,3886.6,0,0,0,0,0,0,7612,8767.7,3744.2,2703.8,5181.4,3872.4,19170,17735,5540,6888.1,6531,4478.1,31356,36901,7581.2,10584,12300,9508.9,54343,37308,7770.2,10999,9536.5,8297.3,16398,37892,12711,19613,13922,13908,28613,33683,12731,14269,11548,11148,14280,22486,7705.5,14167,8602.8,5840.2,16290,12805,15970,7112.4,10766,3120,712.88,420.56,208.58,194.95,399.55,0,17815,10542,13797,4620.7,9298.8,4200.7,29359,9961.3,25422,3963.9,15818,3262.5,97261,3971.4,121520,27.238,27120,1569.9,165770,2822.5,144710,10.255,38987,2242.7,167310,5376.6,122690,721.82,51087,2029.4,116440,14699,87085,8820.1,62125,3489.3,78836,21382,82391,39937,40414,3070.9
"PPIA_HUMAN",637160,96675,144050,286700,280070,201340,576600,0,568620,50202,162600,336830,429140,558430,321030,162300,206630,82633,585020,110120,540380,32032,294710,610210,278690,382950,324000,123950,170550,186560,216690,480820,20171,64627,119360,118650,85424,97082,51043,32342,41948,49734,57914,55371,25417,16074,26559,36259,58642,44194,18131,10158,19743,18512,0,0,0,0,0,0,31814,39043,14179,21119,13918,11321,28730,22516,7687.4,5366.7,10785,3338,6450.9,4777.3,1420.2,1741.8,1302.7,567.57,0,0,0,0,0,0,6502.1,4699.1,2494.6,2071.8,2773,1157.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRB2_HUMAN",177.59,0,0,0,295.05,0,28311,0,21389,2820.5,12366,23236,64739,70763,53819,32931,43385,18750,22431,8113.9,30047,1917.4,16431,34350,15055,18121,12208,6163.8,8748.7,10851,18259,15218,2825.5,5360.8,7558.2,9958.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRA2B_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883.4,3301.1,558.88,1926,1326.7,897.41,0,0,0,0,0,0,8535.8,3812,1340.9,1213,1057.1,805.54,3678.8,5961.5,2744.5,2603.8,2596.2,2110.1,5287.1,5838.8,2918.4,1769.8,2746.3,2520,0,0,0,0,0,0,9059.2,4596.3,10009,3025,6425.6,1475.7,12521,6223.6,11034,3329,7628.7,2978,10622,2423.5,7842.9,1181.4,3943.5,900.27,8042.8,2250.8,5498.4,466.76,3466.4,406.65,50270,7091.2,57306,1538.2,15306,1867.7,25395,1299.1,17022,553.04,3832.4,616.64,63498,3203.8,42242,496.83,14389,1566.3,39275,5537.6,23981,1965,20536,904.14,54862,12081,38388,15462,12902,1093
"RAC1_HUMAN",0,0,0,0,0,0,2717,0,2180.1,267.76,1185.1,3065,62100,51088,42201,18372,27571,10951,73292,11929,56692,3452.8,33048,90578,29670,57923,37180,14458,17567,24163,41663,76189,4994.9,19101,29236,21189,22490,17698,13313,9443.9,11568,13146,0,0,0,0,0,0,0,0,0,0,0,0,33734,32030,17732,8431.4,26502,13799,20478,31191,9888.3,14558,12365,8686.3,30008,24360,9370.9,5029.5,13843,4985.3,18947,11098,4719.1,3873.1,3730.8,1753.5,3615.5,4390.1,1968.9,2493.8,1691.9,1651.8,6879.3,4175.4,4268.9,1788.7,3092.8,1459.6,5130.7,1884,3547.1,1490.2,2405.4,869.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNAS3_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17226,29499,24121,7714.8,10915,18271,0,0,0,0,0,0,3167.2,3188.8,2074,1749.4,2054.1,2212.8,0,0,0,0,0,0,14731,13500,6631.9,2040.9,5977.1,6368,41104,36779,17327,6150.6,24557,14278,48949,38735,17747,19615,24014,11273,48630,43694,13136,8043.8,26987,11681,37588,24408,8676.1,8290.3,10506,4642.7,10526,19854,7554.7,8590.9,9476.9,6823.9,8042.2,5185.3,2937.4,1230.5,2886.5,1770.3,7276,5862.5,4010.3,3661.6,4995.6,2210.4,2769.4,2194.7,1656.6,661.36,2409.1,594.17,0,0,0,0,0,0,2245.6,2176,2092.8,583.82,2007.1,989.04,2724.7,782,1597.2,266.6,1217,319.71,1824.2,960.06,2056.1,308.08,946.27,296.81,0,0,0,0,0,0,2533.8,749.43,2398.2,340.23,870.31,492.94,0,0,0,0,0,0,6698.4,4179.1,8215,5824.7,2267.9,802.09
